relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length
85993@13_2-85993@13_18,85993@13,Randy-Grassley,,0.002,"{Lawyers,for,Randy,and,Paula,White,contacted,Grassley,'s,office,asking,for,more,time,"","",a,spokeswoman,for,Grassley,"","",Jill,Gerber,"","",said,.}",2,1,18,1
148089@31_13-148089@31_0,148089@31,Michele Obama-Sally McDonough,,0.116,"{Sally,McDonough,"","",Laura,Bush,'s,spokeswoman,"","",said,the,first,lady,and,Michele,Obama,met,on,the,second,floor,of,the,residence,and,toured,the,second,and,third,floors,.}",13,2,0,2
APW_ENG_20080824.0616.LDC2009T13_489_53-APW_ENG_20080824.0616.LDC2009T13_489_36,APW_ENG_20080824.0616.LDC2009T13_489,Ron Reagan-George H.W. Bush,,0.014,"{--,VEEP,MYSTERY,:,Suspense,over,Ronald,Reagan,'s,choice,of,a,running,mate,in,1980,spilled,into,the,Republican,convention,"","",ending,finally,at,11:15,p.m.,on,the,Wednesday,night,of,the,proceedings,"","",when,George,H.W.,Bush,got,a,phone,call,from,Reagan,:,``,Hello,"","",George,"","",this,is,Ron,Reagan,.}",53,2,36,3
APW_ENG_20070117.1335.LDC2009T13_741_40-APW_ENG_20070117.1335.LDC2009T13_741_20,APW_ENG_20070117.1335.LDC2009T13_741,David Gordon Green-Parker Posey,,0.664,"{The,dramatic,competition,also,features,such,high-profile,titles,as,Zoe,Cassavetes,',romantic,comedy,``,Broken,English,"","",'',with,Parker,Posey,and,the,filmmaker,'s,mother,"","",Gena,Rowlands,"","",wife,of,the,late,independent-film,master,John,Cassavetes,;,David,Gordon,Green,'s,domestic,drama,``,Snow,Angels,"","",'',starring,Kate,Beckinsale,and,Sam,Rockwell,;,and,James,C.,Strouse,'s,``,Grace,Is,Gone,"","",'',featuring,John,Cusack,as,a,husband,and,father,whose,wife,is,killed,in,military,action,in,Iraq,.}",40,3,20,2
NYT_ENG_20080328.0145.LDC2009T13_237_24-NYT_ENG_20080328.0145.LDC2009T13_237_14,NYT_ENG_20080328.0145.LDC2009T13_237,Jonny Lee Miller-Eli,,0.044,"{The,end,result,is,an,adorable,relationship,show,centered,around,a,young,lawyer,named,Eli,-LRB-,played,by,Angelina,Jolie,'s,first,ex-husband,"","",Jonny,Lee,Miller,-RRB-,.}",24,3,14,1
eng-WL-109-174581-12950704_3033_11-eng-WL-109-174581-12950704_3033_3,eng-WL-109-174581-12950704_3033,Peter-Jake,,0.016,"{Let,'s,hope,Jake,does,n't,need,to,get,advice,from,Peter,on,how,to,deal,with,David,.}",11,1,3,1
AFP_ENG_20071019.0235.LDC2009T13_194_0-AFP_ENG_20071019.0235.LDC2009T13_194_16,AFP_ENG_20071019.0235.LDC2009T13_194,Ashton-Brian,,0.004,"{Ashton,"","",who,last,week,deflected,suggestions,he,would,receive,a,knighthood,and,become,`,Sir,Brian,',"","",just,as,2003,chief,Clive,Woodward,became,`,Sir,Clive,',after,the,team,'s,World,Cup,triumph,in,Australia,"","",if,England,retained,the,Webb,Ellis,Trophy,"","",said,a,number,of,high-profile,supporters,had,been,in,touch,.}",0,1,16,1
NYT_ENG_20080408.0263.LDC2009T13_398_1-NYT_ENG_20080408.0263.LDC2009T13_398_33,NYT_ENG_20080408.0263.LDC2009T13_398,John McCain-Petraeus,,0.014,"{Senators,John,McCain,of,Arizona,"","",the,presumptive,Republican,presidential,nominee,"","",and,Democratic,contenders,Hillary,Clinton,of,New,York,and,Barack,Obama,of,Illinois,hold,seats,on,the,two,committees,before,which,Petraeus,and,Crocker,appeared,.}",1,2,33,1
APW_ENG_20080813.1590.LDC2009T13_702_7-APW_ENG_20080813.1590.LDC2009T13_702_25,APW_ENG_20080813.1590.LDC2009T13_702,Marco-Hideki Mutoh,,0.002,"{His,father,was,just,as,certain,that,Marco,will,remain,a,part,of,the,team,that,also,includes,Tony,Kanaan,"","",Danica,Patrick,and,rookie,Hideki,Mutoh,.}",7,1,25,2
AFP_ENG_20080814.5011.LDC2009T13_152_18-AFP_ENG_20080814.5011.LDC2009T13_152_0,AFP_ENG_20080814.5011.LDC2009T13_152,Philipp Lahm-Klinsmann,,0.05,"{Klinsmann,'s,side,is,already,full,of,stars,with,Lukas,Podolski,"","",Miroslav,Klose,"","",Bastian,Schweinsteiger,and,Philipp,Lahm,all,showing,good,form,at,June,'s,Euro,2008,.}",18,2,0,1
APW_ENG_20080107.0859.LDC2009T13_525_6-APW_ENG_20080107.0859.LDC2009T13_525_20,APW_ENG_20080107.0859.LDC2009T13_525,Bill Brock-Bob Graham,,0.002,"{The,group,includes,former,Republican,Sen.,Bill,Brock,of,Tennessee,"","",former,Defense,Secretary,William,Cohen,"","",former,Democratic,Sen.,Bob,Graham,of,Florida,"","",former,Democratic,Sen.,David,Boren,of,Oklahoma,"","",former,New,Jersey,Gov.,Christine,Todd,Whitman,and,Nebraska,Republican,Sen.,Chuck,Hagel,"","",who,is,often,mentioned,as,the,ideal,running,mate,for,Bloomberg,.}",6,2,20,2
NYT_ENG_20070312.0037.LDC2009T13_216_0-NYT_ENG_20070312.0037.LDC2009T13_216_10,NYT_ENG_20070312.0037.LDC2009T13_216,Freddie Prinze Jr.-Daphne,,0.038,"{Freddie,Prinze,Jr.,and,Sarah,Michelle,Gellar,are,Fred,and,Daphne,in,the,live-action,update,of,the,classic,cartoon,series,``,Scooby,-,Doo,'',-LRB-,7,p.m.,and,10,p.m.,Friday,"","",Cartoon,-RRB-,.}",0,3,10,1
eng-WL-11-174611-12981119_37_32-eng-WL-11-174611-12981119_37_20,eng-WL-11-174611-12981119_37,Armando-Matthew Morrison,,0.026,"{Benefitting,Broadway,""Cares\\/Equity"",Fights,AIDS,"","",this,year,'s,show,stars,Cheyenne,Jackson,"","",Nathan,Lane,"","",Andrea,Martin,"","",Matthew,Morrison,"","",NateKid,"","",AntiGravity,"","",and,the,Living,Art,of,Armando,.}",32,1,20,2
APW_ENG_20080229.1117.LDC2009T13_72_30-APW_ENG_20080229.1117.LDC2009T13_72_7,APW_ENG_20080229.1117.LDC2009T13_72,Henk ten Cate-Frank Rijkaard,,0,"{British,newspapers,said,that,FC,Barcelona,coach,Frank,Rijkaard,has,been,lined,up,to,replace,manager,Avram,Grant,"","",while,captain,John,Terry,had,a,training-ground,argument,with,assistant,coach,Henk,ten,Cate,the,day,before,the,League,Cup,final,.}",30,3,7,2
AFP_ENG_20070731.0057.LDC2009T13_153_14-AFP_ENG_20070731.0057.LDC2009T13_153_10,AFP_ENG_20070731.0057.LDC2009T13_153,Theo Ratliff-Gerald Green,,0.09,"{Minnesota,will,receive,forwards,Al,Jefferson,"","",Ryan,Gomes,and,Gerald,Green,"","",center,Theo,Ratliff,"","",guard,Sebastian,Telfair,as,well,as,two,future,first-round,NBA,Draft,picks,and,cash,considerations,in,exchange,for,Garnett,.}",14,2,10,2
NYT_ENG_20080505.0026.LDC2009T13_13_39-NYT_ENG_20080505.0026.LDC2009T13_13_0,NYT_ENG_20080505.0026.LDC2009T13_13,Obama-Hillary Rodham Clinton,,0.002,"{Hillary,Rodham,Clinton,and,Barack,Obama,began,making,their,final,appeals,to,voters,on,Sunday,before,the,Indiana,and,North,Carolina,primaries,"","",with,Clinton,sounding,like,a,full-throated,populist,in,highlighting,her,stance,on,the,gasoline,tax,and,Obama,seizing,on,the,issue,to,cast,his,opponent,as,a,political,opportunist,.}",39,1,0,3
AFP_ENG_20080405.0083.LDC2009T13_410_8-AFP_ENG_20080405.0083.LDC2009T13_410_3,AFP_ENG_20080405.0083.LDC2009T13_410,Kumar Sangakkara-Mahela Jayawardene,f,0.034,"{Sri,Lanka,captain,Mahela,Jayawardene,joined,his,deputy,Kumar,Sangakkara,and,only,briefly,managed,to,stem,the,flow,of,wickets,before,they,were,both,dismissed,in,the,space,of,seven,balls,.}",8,2,3,2
LTW_ENG_20071211.0108.LDC2009T13_51_7-LTW_ENG_20071211.0108.LDC2009T13_51_14,LTW_ENG_20071211.0108.LDC2009T13_51,Libby-Theodore V. Wells Jr.,,0.01,"{``,We,remain,firmly,convinced,of,Mr.,Libby,'s,innocence,"","",'',said,lawyer,Theodore,V.,Wells,Jr.,``,However,"","",the,realities,were,"","",that,after,five,years,of,government,service,by,Mr.,Libby,and,several,years,of,defending,against,this,case,"","",the,burden,on,Mr.,Libby,and,his,young,family,of,continuing,to,pursue,his,complete,vindication,are,too,great,to,ask,them,to,bear,.,''}",7,1,14,4
LTW_ENG_20070116.0062.LDC2009T13_6_18-LTW_ENG_20070116.0062.LDC2009T13_6_2,LTW_ENG_20070116.0062.LDC2009T13_6,Ernie Fletcher-Anne Northup,f,0.096,"{Former,Rep.,Anne,Northup,"","",Ky.,"","",is,expected,to,announce,this,week,that,she,will,challenge,Gov.,Ernie,Fletcher,for,the,Republican,nomination,in,the,Bluegrass,State,'s,May,22,primary,.}",18,2,2,2
AFP_ENG_20080829.0105.LDC2009T13_9_35-AFP_ENG_20080829.0105.LDC2009T13_9_54,AFP_ENG_20080829.0105.LDC2009T13_9,Obama-Joe Biden,,0.002,"{Democratic,presidential,candidate,Barack,Obama,on,Friday,congratulated,Alaska,Governor,Sarah,Palin,on,her,selection,as,John,McCain,'s,running-mate,"","",while,a,campaign,spokesman,highlighted,her,``,zero,'',foreign,policy,experience.In,keeping,with,Obama,'s,pledge,to,show,respect,for,his,rivals,despite,disagreements,over,policy,"","",Obama,and,his,running-mate,Senator,Joe,Biden,issued,a,statement,congratulating,the,44-year-old,mother,of,five,and,her,family,.}",35,1,54,2
APW_ENG_20070314.0680.LDC2009T13_61_0-APW_ENG_20070314.0680.LDC2009T13_61_35,APW_ENG_20070314.0680.LDC2009T13_61,McLeish-Craig Gordon,,0,"{McLeish,"","",who,took,over,near,the,end,of,January,after,Walter,Smith,moved,to,Rangers,"","",named,a,26-man,squad,featuring,Rangers,',Allan,McGregor,and,Everton,'s,Iain,Turner,as,backup,goalkeepers,to,Craig,Gordon,and,Neil,Alexander,.}",0,1,35,2
APW_ENG_20080207.0747.LDC2009T13_435_11-APW_ENG_20080207.0747.LDC2009T13_435_0,APW_ENG_20080207.0747.LDC2009T13_435,Lewis Moody-Sheridan,,0.01,"{Sheridan,joined,center,Mike,Tindall,"","",winger,David,Strettle,and,flanker,Lewis,Moody,out,injured,"","",with,Tim,Payne,"","",Jamie,Noon,"","",Tongan-born,Lesley,Vainikolo,and,Michael,Lipman,replacing,them,.}",11,2,0,1
eng-NG-31-142680-10068669_208_20-eng-NG-31-142680-10068669_208_8,eng-NG-31-142680-10068669_208,Mahmoud-Jim,,0.004,"{So,"","",those,under,no,obligation,are,:,Jim,"","",Tim,"","",Mike,"","",Rachel,"","",Eugenides,"","",Bookdrunk,and,Mahmoud,.}",20,1,8,1
NYT_ENG_20080124.0124.LDC2009T13_704_21-NYT_ENG_20080124.0124.LDC2009T13_704_32,NYT_ENG_20080124.0124.LDC2009T13_704,Robert Hoffman-Bernardo Trujillo,,0.026,"{Directed,by,Jieho,Lee,;,written,by,Bob,DeRosa,and,Lee,;,director,of,photography,"","",Walt,Lloyd,;,edited,by,Robert,Hoffman,;,music,by,Marcelo,Zarvos,;,production,designer,"","",Bernardo,Trujillo,;,produced,by,Emilio,Diez,Barroso,"","",Darlene,Caamano,Loquet,and,Paul,Schiff,;,released,by,ThinkFilm,.}",21,2,32,2
APW_ENG_20071021.1005.LDC2009T13_225_17-APW_ENG_20071021.1005.LDC2009T13_225_11,APW_ENG_20071021.1005.LDC2009T13_225,Loren Roberts-Fred Funk,f,0.016,"{He,shot,a,70,to,tie,for,third,with,2006,winner,Fred,Funk,-LRB-,67,-RRB-,and,Loren,Roberts,-LRB-,67,-RRB-,.}",17,2,11,2
eng-WL-110-174612-12990538_70_29-eng-WL-110-174612-12990538_70_43,eng-WL-110-174612-12990538_70,Kasseem-Toby Gad,,0,"{The,set,boasts,additional,songwriting,contributions,from,Kerry,``,Krucial,'',Brothers,-LRB-,Mario,Barrett,"","",Keyshia,Cole,-RRB-,"","",Linda,Perry,-LRB-,Goapele,"","",Christina,Aguilera,-RRB-,"","",Kasseem,``,Swizz,Beatz,'',Dean,-LRB-,Whitney,Houston,"","",Beyonce,Knowles,-RRB-,and,Toby,Gad,-LRB-,Fergie,"","",Robin,Thicke,-RRB-,.}",29,1,43,2
APW_ENG_20080225.1161.LDC2009T13_99_12-APW_ENG_20080225.1161.LDC2009T13_99_18,APW_ENG_20080225.1161.LDC2009T13_99,Dolora Zajick-Thomas Hampson,,0.008,"{Past,winners,include,Renee,Fleming,"","",Deborah,Voigt,"","",Stephanie,Blythe,"","",Dolora,Zajick,"","",Ben,Heppner,"","",Thomas,Hampson,and,Samuel,Ramey,.}",12,2,18,2
AFP_ENG_20071123.0258.LDC2009T13_204_43-AFP_ENG_20071123.0258.LDC2009T13_204_32,AFP_ENG_20071123.0258.LDC2009T13_204,Martyn Williams-Stephen Jones,,0.066,"{Jenkins,is,one,of,only,six,players,who,have,retained,their,starting,positions,following,their,Nantes,nightmare,against,Fiji,with,the,likes,of,wing,Shane,Williams,"","",former,captains,Gareth,Thomas,and,Stephen,Jones,together,with,forwards,Ian,Gough,and,the,now,Test-retired,Martyn,Williams,all,missing,.}",43,2,32,2
NYT_ENG_20070531.0250.LDC2009T13_949_44-NYT_ENG_20070531.0250.LDC2009T13_949_37,NYT_ENG_20070531.0250.LDC2009T13_949,Charlie Crist-McCain,,0.002,"{Romney,'s,hard,line,on,immigration,is,well,received,in,some,states,"","",but,it,is,presenting,complications,for,him,in,Florida,"","",an,early,primary,state,where,many,political,leaders,support,the,immigration,overhaul,efforts,of,McCain,and,President,Bush,"","",including,Governor,Charlie,Crist,"","",former,governor,Jeb,Bush,"","",and,Senator,Mel,Martinez,"","",who,leads,the,Republican,National,Committee,.}",44,2,37,1
AFP_ENG_20070803.5005.LDC2009T13_354_29-AFP_ENG_20070803.5005.LDC2009T13_354_10,AFP_ENG_20070803.5005.LDC2009T13_354,Bolton-Steve Sidwell,,0.006,"{IN,:,Florent,Malouda,-LRB-,Lyon,-RRB-,13.5,m,"","",Steve,Sidwell,-LRB-,Reading,-RRB-,free,"","",Claudio,Pizarro,-LRB-,Bayern,Munich,-RRB-,free,"","",Tal,Ben,Haim,-LRB-,Bolton,-RRB-,free}",29,1,10,2
eng-NG-31-104469-11711664_282_6-eng-NG-31-104469-11711664_282_10,eng-NG-31-104469-11711664_282,Gary-Kim,,0.002,"{Michael,"","",Joe,"","",Ed,"","",Gary,"","",Jim,"","",Kim,"","",Kevin,"","",and,I,fell,off,the,lead,group,on,a,few,hills,somewhere,between,40-45,miles,into,the,ride,and,regrouped,just,before,Wilton,.}",6,1,10,1
AFP_ENG_20071130.0522.LDC2009T13_635_16-AFP_ENG_20071130.0522.LDC2009T13_635_36,AFP_ENG_20071130.0522.LDC2009T13_635,Tony Blair-Aleksander Kwasniewski,,0.01,"{Howard,was,Bush,'s,last,major,partner,in,the,coalition,that,once,included,former,prime,ministers,Tony,Blair,of,Britain,;,Jose,Maria,Aznar,of,Spain,;,Silvio,Berlusconi,of,Italy,;,and,former,Polish,president,Aleksander,Kwasniewski,.}",16,2,36,2
AFP_ENG_20070929.0175.LDC2009T13_408_4-AFP_ENG_20070929.0175.LDC2009T13_408_10,AFP_ENG_20070929.0175.LDC2009T13_408,Terry-Alex,,0.006,"{During,the,half-time,break,Terry,was,replaced,by,Brazilian,defender,Alex,"","",due,to,a,fractured,cheekbone,he,sustained,in,an,early,collision,with,Clint,Dempsey,.}",4,1,10,1
NYT_ENG_20071217.0229.LDC2009T13_77_24-NYT_ENG_20071217.0229.LDC2009T13_77_27,NYT_ENG_20071217.0229.LDC2009T13_77,Manny Ramí-Jon Lester,,0.194,"{The,Sox,went,deep,into,Christmas,shopping,season,again,the,following,year,for,Alex,Rodriguez,"","",and,had,all,the,pieces,in,place,-,Manny,Ramí,and,Jon,Lester,were,going,to,the,Rangers,"","",Nomar,Garciaparra,was,being,swapped,for,Magglio,Ordonez,"","",and,A-Rod,was,giving,back,money,to,come,to,the,Sox,-,until,the,players,',union,decided,Rodriguez,'s,re-jiggered,contract,was,n't,going,to,fly,.}",24,2,27,2
APW_ENG_20080517.0738.LDC2009T13_877_11-APW_ENG_20080517.0738.LDC2009T13_877_8,APW_ENG_20080517.0738.LDC2009T13_877,Kennedy-Maria Shriver,,0.128,"{California,Gov.,Arnold,Schwarzenegger,and,his,wife,"","",Maria,Shriver,"","",Kennedy,'s,niece,"","",said,they,appreciated,all,the,messages,of,care,they,had,received,for,the,senator,.}",11,1,8,2
NYT_ENG_20070317.0050.LDC2009T13_115_17-NYT_ENG_20070317.0050.LDC2009T13_115_49,NYT_ENG_20070317.0050.LDC2009T13_115,Val McDermid-Fletcher Christian,,0.012,"{The,Grave,Tattoo,-LRB-,St.,Martin,'s,Minotaur,"","",$,24.95,-RRB-,by,masterful,Scottish,mystery,writer,Val,McDermid,turns,a,young,scholar,into,a,detective,when,a,tattooed,body,is,unearthed,from,a,British,bog,"","",bringing,to,light,a,secret,involving,the,poet,William,Wordsworth,and,mutineer,Fletcher,Christian,.}",17,2,49,2
AFP_ENG_20080720.0434.LDC2009T13_142_24-AFP_ENG_20080720.0434.LDC2009T13_142_21,AFP_ENG_20080720.0434.LDC2009T13_142,Salam Fayyad-Mahmud Abbas,,0.134,"{Brown,was,due,to,speak,to,Israel,'s,President,Shimon,Peres,and,Prime,Minister,Ehud,Olmert,"","",plus,their,Palestinian,counterparts,Mahmud,Abbas,and,Salam,Fayyad,on,Sunday,``,to,discuss,the,way,forward,on,the,peace,process,and,economic,reconstruction,and,development,"","",'',the,premier,'s,spokesman,Michael,Ellam,told,reporters,.}",24,2,21,2
APW_ENG_20080115.0721.LDC2009T13_225_19-APW_ENG_20080115.0721.LDC2009T13_225_25,APW_ENG_20080115.0721.LDC2009T13_225,Maria Sharapova-Michael Berrer,,0.038,"{ON,COURT,WEDNESDAY,:,Justine,Henin,vs.,Olga,Poutchkova,"","",Rafael,Nadal,vs.,Florent,Serra,"","",Lindsay,Davenport,vs.,Maria,Sharapova,"","",Andy,Roddick,vs.,Michael,Berrer,.}",19,2,25,2
NYT_ENG_20080321.0102.LDC2009T13_490_0-NYT_ENG_20080321.0102.LDC2009T13_490_9,NYT_ENG_20080321.0102.LDC2009T13_490,Brad Penny-Hiroki Kuroda,,0.016,"{Brad,Penny,"","",Derek,Lowe,"","",Chad,Billingsley,and,Hiroki,Kuroda,fortify,arguably,the,NL,West,'s,best,group,of,starters,.}",0,2,9,2
152007@12_56-152007@12_43,152007@12,Shelley Berkley-Justin,,0.02,"{``,We,wanted,to,have,a,much,larger,impact,and,establish,ourselves,as,the,first,high,school,microbank,so,we,could,make,sure,that,it,continues,in,an,ongoing,basis,and,so,we,could,encourage,other,schools,to,do,it,"","",'',said,Justin,"","",a,senior,who,recently,worked,as,a,congressional,page,for,Rep.,Shelley,Berkley,"","",D-Nev,.}",56,2,43,1
NYT_ENG_20071230.0156.LDC2009T13_1433_21-NYT_ENG_20071230.0156.LDC2009T13_1433_17,NYT_ENG_20071230.0156.LDC2009T13_1433,Palmieri-Elizabeth Edwards,,0.056,"{As,John,Edwards,"","",on,speakerphone,"","",quizzed,the,doctor,and,then,summed,up,the,conclusions,"","",Elizabeth,Edwards,turned,to,Palmieri,and,said,"","",``,Now,do,you,see,why,I,do,n't,worry,?,''}",21,1,17,2
APW_ENG_20080416.1614.LDC2009T13_503_19-APW_ENG_20080416.1614.LDC2009T13_503_36,APW_ENG_20080416.1614.LDC2009T13_503,Jonathan Taylor-Avery Taylor,f,0.026,"{Walsh,said,that,Court,is,also,survived,by,another,daughter,"","",Courtney,Taylor,of,Ojai,;,a,son,"","",Jonathan,Taylor,of,Reno,"","",Nevada,"","",and,two,stepdaughters,Anne,Taylor,Fleming,of,Los,Angeles,and,Avery,Taylor,of,San,Francisco,.}",19,2,36,2
115514@29_1-115514@29_40,115514@29,Michael R. Bloomberg-Donatella Versace,,0,"{Mayor,Michael,R.,Bloomberg,was,followed,by,Donald,and,Melania,Trump,"","",Karl,Lagerfeld,in,a,shiny,silver-sequined,blazer,-LRB-,``,I,'m,shinier,than,the,heroes,"","",'',he,said,-RRB-,"","",then,Marc,Jacobs,"","",Janet,Jackson,"","",Donatella,Versace,and,Donna,Karan,.}",1,3,40,2
APW_ENG_20080123.0438.LDC2009T13_44_47-APW_ENG_20080123.0438.LDC2009T13_44_21,APW_ENG_20080123.0438.LDC2009T13_44,David Ferrer-Ana Ivanovic,,0,"{Three,of,the,eight,men,'s,and,women,'s,players,in,the,semifinals,at,the,Australian,Open,are,from,Serbia,:,Ana,Ivanovic,"","",who,ousted,Venus,Williams,7-6,-LRB-,3,-RRB-,"","",6-4,Wednesday,;,Novak,Djokovic,"","",a,6-0,"","",6-3,"","",7-5,winner,over,David,Ferrer,in,the,next,match,in,Rod,Laver,Arena,;,and,Jelena,Jankovic,"","",who,ousted,Serena,Williams,a,day,earlier,.}",47,2,21,2
NYT_ENG_20080115.0270.LDC2009T13_372_19-NYT_ENG_20080115.0270.LDC2009T13_372_13,NYT_ENG_20080115.0270.LDC2009T13_372,Jesse L. Martin-Idina Menzel,,0.02,"{The,original,cast,"","",which,included,the,now,familiar,names,Taye,Diggs,"","",Idina,Menzel,"","",Daphne,Rubin-Vega,"","",Jesse,L.,Martin,"","",Adam,Pascal,and,Anthony,Rapp,"","",suddenly,appeared,everywhere,"","",including,the,cover,of,Newsweek,"","",marking,the,first,time,since,``,A,Chorus,Line,'',that,a,Broadway,musical,was,on,the,cover,of,a,national,newsmagazine,.}",19,3,13,2
NYT_ENG_20071003.0142.LDC2009T13_698_11-NYT_ENG_20071003.0142.LDC2009T13_698_17,NYT_ENG_20071003.0142.LDC2009T13_698,Jerry Stiller-Carlos Mencia,f,0.012,"{Starring,:,Ben,Stiller,"","",Malin,Akerman,"","",Michelle,Monaghan,"","",Jerry,Stiller,"","",Rob,Corddry,"","",Carlos,Mencia,.}",11,2,17,2
APW_ENG_20070914.0108.LDC2009T13_86_21-APW_ENG_20070914.0108.LDC2009T13_86_24,APW_ENG_20070914.0108.LDC2009T13_86,Helen Hunt-David Schwimmer,f,0.04,"{The,Toronto,festival,is,showcasing,a,big,collection,of,films,by,actors,turned,directors,"","",among,them,the,filmmaking,debuts,of,Helen,Hunt,"","",David,Schwimmer,"","",Gael,Garcia,Bernal,and,Alison,Eastwood,"","",whose,father,"","",Clint,Eastwood,"","",is,a,paragon,for,performers,who,want,to,make,their,own,flicks,.}",21,2,24,2
NYT_ENG_20080213.0092.LDC2009T13_742_11-NYT_ENG_20080213.0092.LDC2009T13_742_7,NYT_ENG_20080213.0092.LDC2009T13_742,Rachel Bilson-Samuel L. Jackson,f,0.052,"{Starring,Hayden,Christensen,"","",Jamie,Bell,"","",Samuel,L.,Jackson,"","",Rachel,Bilson,"","",Michael,Rooker,"","",Diane,Lane,"","",AnnaSophia,Robb,"","",Max,Thieriot}",11,2,7,3
LTW_ENG_20070822.0024.LDC2009T13_327_30-LTW_ENG_20070822.0024.LDC2009T13_327_27,LTW_ENG_20070822.0024.LDC2009T13_327,Annette Bening-Warren Beatty,t,0.198,"{When,it,was,still,O'Connell,'s,home,"","",he,and,former,partner,Reinhardt,Lynch,vacated,the,space,to,accommodate,the,likes,of,Al,and,Tipper,Gore,and,Warren,Beatty,and,Annette,Bening,.}",30,2,27,2
APW_ENG_20081105.0171.LDC2009T13_642_17-APW_ENG_20081105.0171.LDC2009T13_642_20,APW_ENG_20081105.0171.LDC2009T13_642,Hillary Clinton-Sarah Palin,,0.146,"{The,movement,'s,leader,"","",California,activist-businessman,Ward,Connerly,"","",says,the,candidacies,of,Barack,Obama,"","",Hillary,Clinton,and,Sarah,Palin,prove,blacks,and,women,no,longer,need,affirmative,action,.}",17,2,20,2
AFP_ENG_20080506.0016.LDC2009T13_219_24-AFP_ENG_20080506.0016.LDC2009T13_219_1,AFP_ENG_20080506.0016.LDC2009T13_219,Oscar Arias-Chavez,,0.01,"{Besides,Chavez,and,Ortega,"","",the,one-day,summit,on,Wednesday,will,also,include,presidents,Evo,Morales,of,Bolivia,"","",Rafael,Correa,of,Ecuador,"","",Oscar,Arias,of,Costa,Rica,"","",Antonio,Saca,of,El,Salvador,"","",Manuel,Zelaya,of,Honduras,"","",Alvaro,Colom,of,Guatemala,and,Martin,Torrijos,of,Panama,.}",24,2,1,1
NYT_ENG_20080520.0090.LDC2009T13_964_27-NYT_ENG_20080520.0090.LDC2009T13_964_24,NYT_ENG_20080520.0090.LDC2009T13_964,Harry McPherson-Bill Moyers,,0.024,"{On,Tuesday,"","",the,program,featured,discussions,by,historians,including,Douglas,Brinkley,"","",Robert,Dallek,and,Michael,Beschloss,as,well,as,former,LBJ,aides,Bill,Moyers,"","",Harry,McPherson,and,James,Jones,.}",27,2,24,2
eng-WL-11-174592-12943295_428_13-eng-WL-11-174592-12943295_428_38,eng-WL-11-174592-12943295_428,Annette Bening-Sophie Okonedo,,0.006,"{Best,Actress,"","",Miniseries,or,TV-movie,Gillian,Anderson,-LRB-,Bleak,House,-RRB-,"","",Annette,Bening,-LRB-,Mrs.,Harris,-RRB-,"","",Helen,Mirren,-LRB-,Elizabeth,I,-RRB-,"","",Helen,Mirren,-LRB-,Prime,Suspect,:,The,Final,Act,-RRB-,"","",Sophie,Okonedo,-LRB-,Tsunami,-RRB-}",13,2,38,2
eng-WL-109-174581-12949897_1061_12-eng-WL-109-174581-12949897_1061_32,eng-WL-109-174581-12949897_1061,Michael Lewis-Billy Beane,f,0.066,"{Baker,is,one,of,the,so-called,``,Moneyball,players,'',featured,in,Michael,Lewis,',critically,acclaimed,book,about,the,unorthodox,draft,methods,used,in,2002,by,Oakland,A,'s,General,Manager,Billy,Beane,.}",12,2,32,2
APW_ENG_20070224.0751.LDC2009T13_67_24-APW_ENG_20070224.0751.LDC2009T13_67_0,APW_ENG_20070224.0751.LDC2009T13_67,Zalmay Khalilzad-Massoud Barzani,,0.028,"{Massoud,Barzani,"","",president,of,the,self-governing,Kurdish,administration,in,the,north,"","",made,the,announcement,at,a,joint,press,conference,with,U.S.,Ambassador,Zalmay,Khalilzad,and,President,Jalal,Talabani,.}",24,2,0,2
AFP_ENG_20070819.0141.LDC2009T13_70_41-AFP_ENG_20070819.0141.LDC2009T13_70_46,AFP_ENG_20070819.0141.LDC2009T13_70,Christian Cevaer-Peter Hedblom,,0.008,"{But,the,22-year-old,from,Dusseldorf,missed,the,green,with,his,approach,to,the,last,hole,and,suffered,a,double,bogey,to,finish,at,four,under,par,for,the,tournament,and,a,share,of,second,place,with,French,pair,Jean-Baptiste,Gonnet,and,Christian,Cevaer,"","",Sweden,'s,Peter,Hedblom,and,England,'s,Nick,Dougherty,.}",41,2,46,2
NYT_ENG_20070925.0179.LDC2009T13_309_45-NYT_ENG_20070925.0179.LDC2009T13_309_42,NYT_ENG_20070925.0179.LDC2009T13_309,Paul Adelstein-Cooper Freedman,,0.062,"{There,'s,Dr.,Pete,Wilder,-LRB-,Tim,Daly,-RRB-,"","",the,naturopath,with,commitment,issues,and,a,crush,on,Addison,;,Dr.,Violet,Turner,-LRB-,Amy,Brenneman,-RRB-,"","",a,psychiatrist,who,is,unable,to,leave,her,ex-boyfriend,alone,;,and,Dr.,Cooper,Freedman,-LRB-,Paul,Adelstein,-RRB-,"","",a,pediatrician,with,a,penchant,for,freaky,Internet,hookups,.}",45,2,42,2
